smiles_c,count,fraction,mean_target_enrichment,max_target_enrichment,mean_seq_target_sum
OC(=O)[C@H](CC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12,130,0.13,0.7628871722160455,15.751644087621166,9.330769230769231
OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12,86,0.086,1.286345429523094,23.525874414259206,15.895348837209303
OC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12,32,0.032,0.487443129059449,1.3707341998809397,8.5625
CC(C)(C)OC(=O)N1CCC[C@H](C1)C(O)=O,25,0.025,0.6406330539050272,3.5239240386613857,11.2
OC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12,25,0.025,0.6727497368340409,3.9284596618083523,9.32
OC(=O)CN1c2ccccc2OC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc23)C1=O,24,0.024,0.7601864428459937,2.2326596800644256,11.833333333333334
OC(=O)c1ccccc1CNC(=O)OCC1c2ccccc2-c2ccccc12,23,0.023,0.5282547764495602,2.0748659237874336,8.0
OC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)OCC1c2ccccc2-c2ccccc12,21,0.021,0.8096979519702852,4.3073575832200515,9.904761904761905
"CC(C)(C)OC(=O)NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cnc[nH]1",21,0.021,0.4160275008719323,0.8487182574411403,10.047619047619047
OC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCC1c2ccccc2-c2ccccc12,17,0.017,0.5159486573921458,2.2758635073912648,6.294117647058823
OC(=O)[C@H](Cc1cccc(c1)C(F)(F)F)NC(=O)OCC1c2ccccc2-c2ccccc12,16,0.016,0.7804716067686168,3.3117155866342447,9.0
NC(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,15,0.015,0.4954670233595846,1.50680607923268,6.933333333333334
OC(=O)[C@H](CCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12,15,0.015,0.9223079825531024,4.385798465110167,8.266666666666667
OC(=O)C1CN(CCO1)C(=O)OCC1c2ccccc2-c2ccccc12,14,0.014,0.9070192746821149,4.226040098485996,10.0
OC(=O)[C@@H](CC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12,14,0.014,0.6170666432807278,1.6808830935928722,8.571428571428571
OC(=O)CN1CCC(CC1)NC(=O)OCC1c2ccccc2-c2ccccc12,14,0.014,0.3903666051134179,0.7600550528666322,7.214285714285714
CC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,13,0.013,0.4308583628610347,1.3737293899225669,6.153846153846154
C[C@@H](OCc1ccccc1)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,12,0.012,0.5401441006788099,1.1128808277295967,8.583333333333334
OC(=O)[C@H](Cc1cccs1)NC(=O)OCC1c2ccccc2-c2ccccc12,11,0.011,0.5553388826214857,1.6808830935928722,6.090909090909091
OC(=O)[C@@H](CCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12,11,0.011,0.8191629495788996,2.2758635073912648,8.272727272727273
OC(=O)[C@H]1Cc2ccccc2CN1C(=O)OCC1c2ccccc2-c2ccccc12,11,0.011,0.42192769245832334,0.9362822016037138,5.636363636363637
OC(=O)CC1(CNC(=O)OCC2c3ccccc3-c3ccccc23)CCCCC1,11,0.011,0.4830162980674776,1.1156160423699293,5.909090909090909
OC(=O)[C@H](COCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12,10,0.01,0.8670658896658484,5.043752957312784,8.5
CCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,10,0.01,0.4268231265417732,0.6198946943311969,6.1
"CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, O=CCCCC=O",10,0.01,0.35056094547280864,0.5969005712656835,6.3
OC(=O)[C@H](Cc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12,10,0.01,2.062402920796303,6.3829649836654765,15.1
OC(=O)[C@@H](Cc1cccs1)NC(=O)OCC1c2ccccc2-c2ccccc12,9,0.009,0.541559180472502,1.2999580918222984,7.222222222222222
OC(=O)[C@@H](COCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12,9,0.009,0.5335627436356825,1.7373447319259205,8.88888888888889
Cc1nc(sc1C(O)=O)C1CCN(CC1)C(=O)OCC1c2ccccc2-c2ccccc12,9,0.009,0.46544456114522936,0.9855548860444037,6.666666666666667
OC(=O)CC1CN(CCO1)C(=O)OCC1c2ccccc2-c2ccccc12,9,0.009,0.43028216902320315,0.7386282302401335,6.333333333333333
OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)c1ccccc1,9,0.009,0.9473186540344052,3.6328373158875213,11.88888888888889
"CC(C)(C)OC(=O)NC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cccnc1",9,0.009,0.616566905549345,1.876437703401844,8.555555555555555
"CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, OC(=O)c1cnc[nH]1",8,0.008,1.4814577456689408,4.385798465110167,12.25
OC(=O)[C@@H]1Cc2c(CN1C(=O)OCC1c3ccccc3-c3ccccc13)[nH]c1ccccc21,8,0.008,0.48194140851525147,1.4765954282090534,6.5
"[H][C@@](CCC(O)=O)(NC(=O)OC(C)(C)C)C(=O)OC, CN1CCNCC1",8,0.008,0.5625071405059323,1.265851601377621,6.75
OC(=O)CCNC(=O)OCC1c2ccccc2-c2ccccc12,8,0.008,0.7858853912112163,2.333123294505326,9.25
CC(C)(C)OC(=O)N1CCc2c(C1)[nH]nc2C(O)=O,8,0.008,0.5597532250932675,1.2423538272856616,7.125
CC(C)(C)OC(=O)N[C@@H](CO)C(=O)O,7,0.007,0.8683392348357293,2.474545103631671,8.857142857142858
OC(=O)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)c1ccccc1,7,0.007,0.356105881186863,0.5051226099819728,5.285714285714286
"CC(C)(C)OC(=O)NC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cnc[nH]1",7,0.007,0.4637551498823562,0.7386282302401335,6.142857142857143
"CC(C)(C)OC(=O)NC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, CC(O)=O",7,0.007,0.37488901157506943,0.5051226099819728,6.571428571428571
OC(=O)c1cccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)c1,7,0.007,0.7146178021604574,1.50680607923268,9.428571428571429
OC(=O)CC1CCN(CC1)C(=O)OCC1c2ccccc2-c2ccccc12,6,0.006,1.0322920255472416,3.7129502116526285,45.833333333333336
OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1,6,0.006,1.4788362883384731,4.6041252979018505,14.333333333333334
OC(=O)[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)c1ccccc1,6,0.006,0.6730814483703895,2.0748659237874336,7.333333333333333
CC(C)(C)OC(=O)N1CC[C@H](C1)C(O)=O,6,0.006,0.3629268032702232,0.5969005712656835,5.166666666666667
OC(=O)CN(Cc1ccccc1)C(=O)OCC1c2ccccc2-c2ccccc12,6,0.006,0.6706525721289208,1.876437703401844,7.333333333333333
OC(=O)c1ccc2nc(CCNC(=O)OCC3c4ccccc4-c4ccccc34)[nH]c2c1,6,0.006,0.4180169202321767,0.5969005712656835,4.833333333333333
CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,6,0.006,0.3596130669534941,0.4401028578767641,4.833333333333333
"CC(C)(C)OC(=O)NC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, O=CCCCC=O",5,0.005,0.3846683987776148,0.5969005712656835,4.6
OC(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCC1c2ccccc2-c2ccccc12,5,0.005,0.3126415901696566,0.3895480581247732,5.0
"CC(C)(C)OC(=O)NCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O, OC(=O)c1cocn1",5,0.005,1.0122741764025558,3.3393732064970156,10.0
"CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(O)=O)NC(=O)OCC1c2ccccc2-c2ccccc12, OC(=O)c1cnc[nH]1",5,0.005,1.1358463199038538,4.385798465110167,9.8
OC(=O)C[C@@H]1Cc2ccccc2CN1C(=O)OCC1c2ccccc2-c2ccccc12,5,0.005,0.43205054738604437,0.5300330226981695,7.2
CN(CC(O)=O)C(=O)OCC1c2ccccc2-c2ccccc12,5,0.005,0.36524103041517825,0.6263247789313159,7.0
